clean_text,reminder system,reward programme,misselling,customer service,product pricing,output,Category
barclaycard martinslewis year old mum savings credit limit cut barclaycard regular payments going account mortgage loan repayments solvent policy makes sense please explain,0.351896822,0.101155363,0.1238086,0.338143021,0.084996246,reminder system,Inappropriate pricing
dguillaume barclaycard sxa taking long supported practically every bank credit card company,0.088408232,0.235093608,0.095735781,0.518308103,0.062454246,customer service,Ineffectual Customer Service
barclaysukhelp information sent refers platinum card reward card astonished record date global alliance ceased,0.004617015,0.72882086,0.001849748,0.263927251,0.000785108,reward programme,Reward Programme
barclaysukhelp referring debit card barclaycard reward visa credit card,0.002819172,0.825093031,0.003513715,0.166901216,0.001672823,reward programme,Reward Programme
castellinda terrible customer service barclays jetblue card mastercard minutes explain reps reverse fees,0.001486299,0.009470046,0.001888063,0.985581875,0.001573678,customer service,Ineffectual Customer Service
barclays open basic current account online email anything card sent,0.055464424,0.110389315,0.039986618,0.768417239,0.025742503,customer service,Channel of Communication
keithbevan credit card companies cancel interest months would help barclays amex,0.157802194,0.386744291,0.173687786,0.221174881,0.060590856,reward programme,Inappropriate pricing
barclaysukhelp zoe spoke multiple people day saturday including still ability pay bills transfer money promise call back account inaccessible apart using debit card really enough left hanging,0.006313325,0.002698411,0.002748062,0.986394823,0.00184531,customer service,Ineffectual Customer Service
barclaysukhelp opened young persons account never even received debit card months,0.098084517,0.075836584,0.148445889,0.6348508,0.042782165,customer service,Ineffectual Customer Service
barclaysukhelp recently applied barclays business account slight hiccup start got past finally got card pin needed call one piece info missing spoke ekaterina sorted everything professional polite,0.002715188,0.002282389,0.000678599,0.993532479,0.000791378,customer service,Ineffectual Customer Service
barclaysuk actually pay back money monthly get charged extra get rejected card laughable well wanted get avios points,0.008465691,0.661076486,0.29566139,0.025711335,0.009085122,reward programme,Reward Programme
simonpulleyn thetimes credit card company fail cancel account wrote wrote second time relevant gov office complied barclays,0.029522812,0.070595279,0.052898154,0.829378366,0.017605362,customer service,Ineffectual Customer Service
barclaysukhelp dropped direct messages heard back still service trying use app pay bills transfer money debit card works pay bills either mine husbands account,0.016906727,0.00728427,0.007744017,0.962085962,0.005978989,customer service,Ineffectual Customer Service
barclaysuk written wife say regrettably reduce credit limit think stuck somewhere needs use card card years thanks nothing barclays absolute wankers,0.124913715,0.046275198,0.130762413,0.659324884,0.038723715,customer service,Inappropriate pricing
jetblue applied jetblue plus barclays card points offer spend first days see points called barclays say points offer said honor offer,0.001783664,0.981808364,0.006951976,0.008093551,0.001362471,reward programme,Transparency of communication
barclaysukhelp staff cancelled elderly grand mothers card leaving unable pay super disgusting mum getting staff cutting calls english speaking call center staff poor move bank whole family,0.001742522,0.001853574,0.002131616,0.992949367,0.001322882,customer service,Ineffectual Customer Service
jennibuttonusa sarahliz adamundefined cracking birthday thread credit cards anyone know kept chase southwest card whole time ramsey two chase cards barclays american almost covered flights italy summer,0.122532561,0.552777886,0.179949269,0.087551631,0.057188634,reward programme,Reward Programme
hello thanks post sorry hear application card rejected assure lot taken consideration decision made take info credit file make sure meet eligibility card,0.024524542,0.012473261,0.010598211,0.945033014,0.007370998,customer service,Ineffectual Customer Service
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
